x,y,z
3.62845154924959,-8.50449209738575,2.3091000468145917
48.70362989776467,27.906012184066043,-6.649351946905096
-10.528430586527648,12.447927313693427,-13.713674783234659
-4.047922349575217,27.331164876727627,-1.6330739014728286
19.61805131124879,-7.118227703821411,9.81983344396058
-7.061494132655,32.78574595328149,-0.49301233251338683
-14.968024559969862,-25.39783834876489,-7.086085886244888
-48.00893505552628,33.33555142518658,13.494935767865394
-9.03871902232509,-23.75669371115946,-8.562979554419977
39.07860480367677,6.152604272194772,-6.411499264385146
-25.3753923964382,-1.8304841481165255,-2.197074690337865
27.054133259131902,2.9124564035611513,7.098612797792564
-5.420544506029415,47.0204817865997,-11.076339805404562
-29.54023610067914,-43.158373112917005,-5.799567412576064
-7.94557853159634,-27.899256918828286,-3.8498994139131666
6.823987943991504,5.492897702663392,8.396404016813122
35.489703482875356,29.854757962740123,0.30713254701281434
11.453739845774834,0.15875306210244844,13.101715805067085
33.04663772604667,-14.562993380445512,-7.3237536396695475
6.807323618864004,7.067056526855978,6.277855136285517
44.7209404845385,-2.972046392935333,-6.1112745777091595
37.374179585177274,-5.996637509599324,-2.7342488268133147
15.353851441304869,45.974384856287344,4.707142239944544
42.62143177714816,7.6655528071132295,-8.481285892223863
12.286150191152615,-25.77681216873964,12.647508450379583
-19.265113758902153,42.854818707066826,-11.931440709630044
35.51544309212777,-44.458832118683674,-7.44704016282755
-12.592370264121513,-45.41823059517376,-14.617345543661838
-0.9489755372078292,45.36841220246903,-6.577693142657943
-45.398726383528654,-5.446985989938568,13.081747927886914
-10.388531951483792,38.25546868941859,-6.8050529386409
36.543581144033965,-20.284595180755037,-9.13692251622232
-14.710101808354594,-42.645520129295754,-13.47212383681308
-26.421067723318636,-29.559588511744682,-0.7157122752882464
33.21498774411742,30.043780096531663,3.4790608109336407
14.781879383206999,33.20554107939839,13.681074858188612
-31.893150851318218,-14.644848220829942,-5.65733637033176
-22.03316128703181,20.2648857134986,-12.179842409410302
13.651856734129034,33.32799278178611,14.445947445995332
9.78243574005809,30.03146570462748,11.745753377019895
-6.137725905607091,-20.144424702148733,-7.77881063844309
-2.709907182649374,-36.39406788276297,0.6556736127266456
-14.2012091375354,27.275058119068007,-7.400527670350494
17.27715993190573,35.588765842797216,13.677963457487165
-1.1276766494664656,-9.128912833033375,-1.137524803839761
-27.665922825587398,10.317737858969025,-4.760514254501011
-40.544614459971875,-12.61918481801154,3.7512757321227532
-19.740116883949266,27.043950574580876,-5.490818450593251
-33.243675624419446,-32.93283213677775,7.6686297969148445
28.905208245473034,47.25684001195896,-2.4973480915880155
-15.731113003352817,0.050271172649829055,-6.078853225937338
-5.54984889288864,-4.129109276870665,-3.308245977965872
-45.88656726561414,25.126197310832964,10.873965455901805
