X,Y,Z
-30.909090909090907,-30.909090909090907,4.299662043094491
-11.515151515151516,-46.666666666666664,6.072021405354084
5.454545454545453,21.212121212121218,4.513103840095414
36.96969696969697,-0.606060606060602,6.43785869301534
52.727272727272734,-21.21212121212121,3.450306734225354
45.45454545454545,-5.454545454545453,4.528465970874961
38.18181818181819,58.787878787878796,5.725568334513583
15.151515151515156,-20.0,3.1413038787396106
17.575757575757578,15.151515151515156,4.951515223590353
-7.878787878787875,-28.484848484848484,4.301902025191308
33.33333333333334,33.33333333333334,8.108025242310884
12.727272727272734,51.515151515151516,5.928182849823158
34.54545454545455,9.090909090909093,3.822897765502306
20.0,50.30303030303031,6.196267810822599
47.878787878787875,-26.060606060606062,4.582293074547991
-13.939393939393938,-3.030303030303031,4.331735500416193
-27.272727272727273,-38.18181818181818,2.919440744584091
58.787878787878796,-1.818181818181813,6.234934321212394
49.09090909090909,-16.36363636363636,3.554544224065723
35.757575757575765,26.060606060606062,7.6465216626551245
32.121212121212125,-9.090909090909086,8.512180114650988
57.57575757575758,39.39393939393939,3.2997143533439655
17.575757575757578,-6.666666666666664,4.830921922784187
9.090909090909093,53.93939393939394,3.62808556910609
-44.24242424242424,-36.96969696969697,5.959013530046027
-0.606060606060602,5.454545454545453,4.334851188783113
7.878787878787875,-16.36363636363636,3.743900461441788
-44.24242424242424,-38.18181818181818,5.890618696206264
46.66666666666667,-57.57575757575758,4.983924682313316
-47.878787878787875,29.696969696969703,4.753034903768757
-11.515151515151516,26.060606060606062,5.798115376140118
51.515151515151516,-60.0,6.688256904789461
-52.72727272727273,45.45454545454545,6.804866422508578
-35.75757575757576,21.212121212121218,4.529184787264024
-56.36363636363636,-20.0,5.730409484632883
49.09090909090909,22.424242424242422,6.359317795881482
7.878787878787875,-27.272727272727273,4.4309054757061395
-52.72727272727273,24.848484848484844,3.6416805125358245
17.575757575757578,-7.878787878787875,4.117497484203939
-60.0,45.45454545454545,3.95998658242101
12.727272727272734,-6.666666666666664,3.3277806003516557
-13.939393939393938,-50.303030303030305,7.0417424347936395
-47.878787878787875,28.484848484848484,4.328447147358626
-44.24242424242424,-57.57575757575758,5.300746949495108
-20.0,27.27272727272728,5.577783297598894
56.363636363636374,-28.484848484848484,2.5476852060729582
27.27272727272728,11.515151515151516,5.411306786862542
55.151515151515156,35.757575757575765,1.7257174187245847
-43.03030303030303,4.242424242424249,4.793886649288221
-50.303030303030305,29.696969696969703,4.925984036505689
-3.030303030303031,-26.060606060606062,4.985891302489248
15.151515151515156,10.303030303030312,4.0020317627834805
18.787878787878796,-33.33333333333333,4.28997479790262
40.60606060606061,-34.54545454545455,6.356951084031839
47.878787878787875,-1.818181818181813,4.081542933310317
-45.45454545454545,-38.18181818181818,5.995739657119392
36.96969696969697,13.939393939393938,2.2511331707792333
-40.60606060606061,53.93939393939394,5.56194833120496
40.60606060606061,51.515151515151516,3.7790518865364535
-1.818181818181813,-36.96969696969697,4.412137212072944
-51.515151515151516,-28.484848484848484,7.635051986579805
-60.0,-52.72727272727273,7.288409781493549
12.727272727272734,-58.78787878787879,5.694017407543269
36.96969696969697,56.363636363636374,5.297255485547005
60.0,-15.151515151515149,7.184333963017961
-53.93939393939394,44.24242424242425,5.924432531874924
-51.515151515151516,43.03030303030303,7.42623126884395
-39.39393939393939,-46.666666666666664,3.77679494447594
50.30303030303031,-44.24242424242424,6.981924029824689
-17.575757575757578,-18.78787878787879,3.9589061305650746
33.33333333333334,21.212121212121218,7.173946945637227
9.090909090909093,-36.96969696969697,8.373207801812159
23.63636363636364,-26.060606060606062,7.061932883334412
41.81818181818183,1.8181818181818201,4.398765159346828
36.96969696969697,-36.96969696969697,4.174856898773783
49.09090909090909,40.60606060606061,1.6920600233957592
15.151515151515156,33.33333333333334,3.6891098070601833
58.787878787878796,-56.36363636363636,6.640876896328278
-38.18181818181818,36.96969696969697,5.052264089765695
27.27272727272728,-57.57575757575758,3.5251485611085065
-40.60606060606061,26.060606060606062,3.041205273919352
-41.81818181818181,36.96969696969697,5.280167198269577
-45.45454545454545,21.212121212121218,4.18646012945479
36.96969696969697,3.030303030303031,5.45464738151238
32.121212121212125,10.303030303030312,4.502510442433551
-58.78787878787879,-57.57575757575758,6.490516805648461
40.60606060606061,43.03030303030303,4.233296315658354
57.57575757575758,-5.454545454545453,7.643480802465382
-22.424242424242422,-7.878787878787875,5.8656774961960645
-44.24242424242424,55.151515151515156,4.5856176974074385
-4.242424242424242,-45.45454545454545,4.348487816942898
44.24242424242425,-18.78787878787879,2.412384745808151
-6.666666666666664,21.212121212121218,4.545969245986987
-45.45454545454545,-33.33333333333333,8.134811686371284
13.939393939393938,-47.878787878787875,5.887073369048156
36.96969696969697,18.787878787878796,5.061337854246643
40.60606060606061,-46.666666666666664,4.986466000054272
-11.515151515151516,-28.484848484848484,4.061284971853817
-22.424242424242422,27.27272727272728,5.019774112082556
4.242424242424249,-47.878787878787875,7.357485629393652
47.878787878787875,26.060606060606062,8.163645422820476
-1.818181818181813,-12.727272727272727,5.329522817730821
17.575757575757578,-26.060606060606062,5.997485184756531
47.878787878787875,-53.93939393939394,5.465966624753079
-52.72727272727273,32.121212121212125,4.525666677782595
-26.060606060606062,-58.78787878787879,5.41952207067507
-43.03030303030303,-50.303030303030305,4.135930471831911
40.60606060606061,39.39393939393939,4.386111391733803
-1.818181818181813,28.484848484848484,6.436471490587098
-34.54545454545455,56.363636363636374,4.979088466930441
-7.878787878787875,7.878787878787875,1.030328174888857
-58.78787878787879,16.36363636363636,7.381703149796284
-49.09090909090909,-22.424242424242422,6.224985156966712
-38.18181818181818,-27.272727272727273,5.24882825041178
-1.818181818181813,47.878787878787875,3.304025371778751
13.939393939393938,33.33333333333334,3.374222947591015
39.39393939393939,-38.18181818181818,4.706925370274831
46.66666666666667,18.787878787878796,3.2162620141930787
39.39393939393939,51.515151515151516,3.5907555855903572
50.30303030303031,47.878787878787875,2.167179307111513
47.878787878787875,39.39393939393939,2.6752265851149875
-26.060606060606062,-13.939393939393938,7.477010789642832
52.727272727272734,-23.636363636363633,3.218469179781827
-30.909090909090907,13.939393939393938,4.866035527032098
27.27272727272728,57.57575757575758,3.2268125011034194
39.39393939393939,12.727272727272734,0.5858800251350749
-4.242424242424242,-35.75757575757576,3.013274870090765
12.727272727272734,32.121212121212125,3.6779389532849853
-44.24242424242424,13.939393939393938,6.491217926460944
32.121212121212125,29.696969696969703,8.978760730957271
-34.54545454545455,-56.36363636363636,3.6876218256669393
-32.121212121212125,-53.93939393939394,4.03082152592921
1.8181818181818201,46.66666666666667,2.9813683968935556
41.81818181818183,57.57575757575758,4.2204991035331
43.03030303030303,-55.15151515151515,5.868857632425031
-9.090909090909086,-24.848484848484844,6.323507833786798
18.787878787878796,-46.666666666666664,4.607728626849413
-38.18181818181818,26.060606060606062,3.245060931632466
